7.976629734039306641e-01,9.845832012311606096e-01
9.608020186424257592e-01,9.739802235874120973e-01
3.470349907875061035e-01,9.970278328672981250e-01
9.546210169792177513e-01,9.188162979850843515e-01
5.251880288124084473e-01,9.714273187605206861e-01
1.275226235389709695e+00,9.312497652835941553e-01
8.723750114440917969e-01,1.022119953493742406e+00
7.321749925613403320e-01,1.000826220952772738e+00
7.640249729156494141e-01,1.003162272572754476e+00
4.752210080623626154e-01,9.776030554849219900e-01
7.414129972457885742e-01,9.179013256762419415e-01
1.258002042770385520e+00,9.375881681721272010e-01
7.274609804153442383e-01,1.010193758766959604e+00
7.892770171165466309e-01,9.851003572463451485e-01
6.914690136909484863e-01,9.916390903060594564e-01
7.093830108642578125e-01,9.656014334740063987e-01
1.014547944068908691e+00,9.638715323007628344e-01
4.182830154895783026e-01,9.952614246715999480e-01
1.002280950546264648e+00,9.427453939430765484e-01
1.143296003341674805e+00,1.015324019342359163e+00
6.746559739112854004e-01,1.052861386279506206e+00
6.009536385536193848e-01,1.025538493566118925e+00
6.538079977035522461e-01,9.588843266587384617e-01
7.814120054244995117e-01,9.554157472329901646e-01
8.469259738922119141e-01,9.449403150262490891e-01
6.482390165328979492e-01,9.686154603351438963e-01
5.623700022697448730e-01,9.361310251300886121e-01
1.099647998809814453e+00,9.080951170930747773e-01
9.541710019111632191e-01,9.848467722203183561e-01
6.694499850273132324e-01,1.024017705948692347e+00
6.464660167694091797e-01,9.873420782897598391e-01
8.223180174827575684e-01,9.719606338842231574e-01
8.300920128822326660e-01,9.748781840058214909e-01
1.067314028739929199e+00,9.906059392842002653e-01
6.827279925346374512e-01,1.031994445109648995e+00
6.464239954948425293e-01,1.043854964072701508e+00
6.881093978881835938e-01,1.026260711117669588e+00
6.500350236892700195e-01,9.772965954649551756e-01
8.693690299987792969e-01,9.422723549315362712e-01
4.518609941005706787e-01,9.443709148821449739e-01
4.952389895915984552e-01,8.863923647502774950e-01
6.850870251655578613e-01,8.829650794753334253e-01
8.653740286827087402e-01,8.910497664415337749e-01
7.400469779968261719e-01,9.299761077095255457e-01
8.204330205917358398e-01,9.191646804506373725e-01
1.108605027198791504e+00,9.511989199592165711e-01
4.751499891281127930e-01,1.023084038869417789e+00
9.457899928092955433e-01,9.738903493907303810e-01
7.877500057220458984e-01,1.017866146465985056e+00
9.367713332176208496e-01,9.929860149050776519e-01
6.470239758491516113e-01,1.014221757822463932e+00
1.029777050018310325e+00,9.674871807071784291e-01
9.328820109367371716e-01,1.039145297923707023e+00
7.528370022773742676e-01,1.075007164904394408e+00
2.307340055704117099e-01,1.079838780231203721e+00
8.772729635238647461e-01,8.995318059272903177e-01
7.876309752464294434e-01,9.177384593439827931e-01
3.992269933223724365e-01,9.315460451818813326e-01
9.923512339591979980e-01,8.838059697095725920e-01
7.200859785079956055e-01,9.251822517942190904e-01
7.269890308380126953e-01,9.556668337955884773e-01
9.301019906997679554e-01,9.537162367256843964e-01
8.662552833557128906e-01,9.690374152220673221e-01
8.352038264274597168e-01,9.837171800433006652e-01
1.023357987403869629e+00,9.841613776673094893e-01
9.300749897956849255e-01,1.034851948356936724e+00
8.702930212020874023e-01,1.035016339783888073e+00
1.025817990303039551e+00,1.062143741116363227e+00
4.551239907741546076e-01,1.064349542013948824e+00
7.012919783592224121e-01,9.610501610502160119e-01
1.123770236968993919e+00,9.452801380457773739e-01
4.825370013713837225e-01,9.883295874508748469e-01
8.755196928977966309e-01,9.261823939854766374e-01
1.145424962043762207e+00,9.577244393520806254e-01
1.557039022445678711e+00,1.018526596220513891e+00
1.062240004539489524e+00,1.176870392041584168e+00
7.867829799652099609e-01,1.184264520552145150e+00
5.664669871330261230e-01,1.136009482798481018e+00
8.389729857444763184e-01,1.122879201183438314e+00
6.386680006980895996e-01,1.150843738919290038e+00
1.085826039314270020e+00,1.033004054904352875e+00
6.014299988746643066e-01,1.050215193358359000e+00
8.782439827919006348e-01,9.593558551609843166e-01
1.279224038124084473e+00,9.865552911369306344e-01
4.283109903335570734e-01,1.047648016367177526e+00
8.846225738525390625e-01,9.589506809847854196e-01
7.809653878211975098e-01,9.786965997560203023e-01
9.178640246391297497e-01,9.658070270471086349e-01
9.073020219802857556e-01,1.023206135951858720e+00
8.741459846496582031e-01,1.019920441414817969e+00
